gpscoordinates_longitude,email,complaint_type,location,CreatedAt,title,citizenName,category,economicImpact,environmentalImpact,emotion,lastUpdatedDate,ResolutionTime,tehsil,id,complaintType,socialImpact,pincode,status,district,date,submissionDate,complaint,contactNumber,updatedAt,relatedPolicies,subcategory,urgencyLevel,ward,gpscoordinates_latitude,isAnonymous,estimated,departmentAssigned
78.4033,example1878@gmail.com,,"Saharanpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1878,Amit Verma,Education,Increased private tuition costs,None,Concern,2025-02-05,29,N/A,1878,Education,Poor educational outcomes,246735,Open,Raja-Ka-Tejpur,,2025-02-05,स्कूलों में पढ़ाई का स्तर बहुत खराब है। शिक्षक बच्चों को ठीक से पढ़ाने के बजाय अपनी छुट्टियां लेते रहते हैं।,7148521247,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,29.3867,False,15,Education Department
83.1794,example1879@gmail.com,,"Muzaffarnagar, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1879,Vijay Kumar,Utilities,Additional water procurement costs,Water wastage and contamination,Frustration,2025-02-05,26,N/A,1879,Water Supply,Disruption of daily life and hygiene,221402,Closed,Parsipur,,2025-02-05,"पानी की सप्लाई बहुत अस्थिर रहती है। कभी बहुत कम पानी आता है, तो कभी बिल्कुल नहीं आता।",6602154098,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,25.6475,False,37,Water Supply Department
80.6833,example1880@gmail.com,,"Aligarh, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1880,Suresh Singh,Utilities,Increased electricity costs,Increased generator usage causing pollution,Exhaustion,2025-02-05,7,N/A,1880,Electricity,Disruption of daily activities,261202,Closed,Jahangirabad (Sitapur),,2025-02-05,बिजली की समस्याएं और बढ़ रही हैं। गर्मी में बिजली के बिना रहना बहुत कठिन हो जाता है।,6796352014,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,27.6917,False,88,Electricity Department
79.5833,example1881@gmail.com,,"Lucknow, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1881,Rakesh Yadav,Sanitation,Increased healthcare costs,Pollution and pest infestation,Disgust,2025-02-05,3,N/A,1881,Garbage,Health hazards and unhygienic conditions,242302,Closed,Jaitipur,,2025-02-05,कूड़ा उठाने वाली गाड़ी कभी भी समय पर नहीं आती। कूड़ा सड़कों पर पड़ा रहता है।,6538035239,2025-02-05 01:41:04,UP Sanitation Act 2018,Garbage Collection,High,N/A,27.9833,True,34,Sanitation Department
77.5556,example1882@gmail.com,,"Agra, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1882,Anil Verma,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,Irritation,2025-02-05,17,N/A,1882,Roads,Increased accidents and injuries,250406,Open,Parikshitigarh,,2025-02-05,सड़कें खस्ता हालत में हैं। गड्ढों के कारण गाड़ी चलाना मुश्किल हो गया है।,9035676845,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,29.0611,True,87,Public Works Department
82.8622,example1883@gmail.com,,"Jhansi, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1883,Rajesh Kumar,Transportation,Loss of productivity,Increased pollution due to private vehicle usage,Frustration,2025-02-05,7,N/A,1883,Public Transport,Inconvenience for daily commuters,272165,Open,Hainsar Bazar,,2025-02-05,बसों की हालत बहुत खराब हो गई है। सीटें भी बहुत गंदी रहती हैं।,9308954017,2025-02-05 01:41:04,UP Public Transport Act 2018,Bus Services,Medium,N/A,26.8648,False,18,Transport Department
78.0278,example1884@gmail.com,,"Moradabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1884,Suresh Verma,Healthcare,Increased medical expenses,None,Helplessness,2025-02-05,10,N/A,1884,Health Services,Poor health outcomes,282009,Closed,C O D Agra,,2025-02-05,सरकारी अस्पतालों में दवाइयों की कमी और डॉक्टरों की अनुपस्थिति से मरीजों को बहुत तकलीफ होती है।,8474990365,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,27.1833,False,72,Health Department
81.5111,example1885@gmail.com,,"Meerut, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1885,Ravi Sharma,Law Enforcement,Loss of business due to crime,None,Anger,2025-02-05,3,N/A,1885,Police & Law,Increased fear and insecurity among residents,227116,Closed,Rahimbad,,2025-02-05,पुलिस अपराधियों के खिलाफ कार्रवाई नहीं करती। स्थिति और भी बिगड़ रही है।,6312573585,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,26.5278,True,38,Police Department
80.5241,example1886@gmail.com,,"Gorakhpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1886,Amit Kumar,Education,Increased private tuition costs,None,Concern,2025-02-05,13,N/A,1886,Education,Poor educational outcomes,210507,In Progress,Ragaul,,2025-02-05,"स्कूलों में बच्चों को सही शिक्षा नहीं मिल रही। बहुत सी चीजें जो जीवन के लिए जरूरी हैं, वो भी नहीं सिखाई जातीं।",7746199589,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,25.4611,False,81,Education Department
83.7,example1887@gmail.com,,"Mathura, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1887,Vijay Verma,Utilities,Additional water procurement costs,Water wastage and contamination,Frustration,2025-02-05,28,N/A,1887,Water Supply,Disruption of daily life and hygiene,273010,In Progress,Madan Mohan Engg College,,2025-02-05,पानी की सप्लाई बहुत अस्थिर हो गई है। कई बार पूरे दिन पानी नहीं आता।,8354566657,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,27.4333,False,6,Water Supply Department
82.1167,example1888@gmail.com,,"Kanpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1888,Rajesh Verma,Utilities,Increased electricity costs,Increased generator usage causing pollution,Exhaustion,2025-02-05,20,N/A,1888,Electricity,Disruption of daily activities,230136,Open,Sagra,,2025-02-05,गर्मी के मौसम में बिजली की कटौती बहुत बढ़ गई है। कई बार तो घंटों बिजली चली जाती है।,8137503149,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,25.85,True,13,Electricity Department
79.4167,example1889@gmail.com,,Kanpur,2025-02-05 01:41:04,Sample Title 1889,Ravi Yadav,Healthcare,Increased medical expenses,None,Concerned,2025-02-05,1,N/A,1889,Health Services,Poor health outcomes,243123,In Progress,Nakatia Nala,,2025-02-05,"Kanpur mein hospitals mein treatment ki quality bilkul bekar ho gayi hai, bahut der tak wait karna padta hai.",8265901201,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,28.3833,True,10,Health Department
81.5,example1890@gmail.com,,Agra,2025-02-05 01:41:04,Sample Title 1890,Sakshi Gupta,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,Angry,2025-02-05,23,N/A,1890,Roads,Increased accidents and injuries,271864,In Progress,Kailashpuri,,2025-02-05,"Agra ke main roads pe potholes hai jo kaafi dangerous hai, aur koi bhi repair ka kaam nahi ho raha hai.",9068967595,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,27.8667,True,26,Public Works Department
78.3917,example1891@gmail.com,,Moradabad,2025-02-05 01:41:04,Sample Title 1891,Anil Kumar,Utilities,Additional water procurement costs,Water wastage and contamination,Frustrated,2025-02-05,4,N/A,1891,Water Supply,Disruption of daily life and hygiene,202526,Open,Wazirganj (Badaun),,2025-02-05,Moradabad mein paani ki supply kaafi irregular ho gayi hai. Humare ghar mein ek mahine se paani ka issue chal raha hai.,9960789342,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,28.3,True,69,Water Supply Department
77.3731,example1892@gmail.com,,Aligarh,2025-02-05 01:41:04,Sample Title 1892,Kiran Kumari,Law Enforcement,Loss of business due to crime,None,Upset,2025-02-05,22,N/A,1892,Police & Law,Increased fear and insecurity among residents,225121,Open,Harakh,,2025-02-05,"Aligarh mein police ka response kaafi slow hai. Recently kuch logon ne mujhe darpoks kiya, par police ne koi action nahi liya.",9420737196,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,29.5475,True,49,Police Department
82.4525,example1893@gmail.com,Water Quality,Agra,2025-02-05 01:41:04,Sample Title 1893,Amit Kumar,जल आपूर्ति,मध्यम - पीने के पानी पर अतिरिक्त खर्च,मध्यम - जल स्रोतों का प्रदूषण,Frustrated,2025-02-05,27,N/A,1893,,उच्च - जन स्वास्थ्य पर गंभीर प्रभाव,233228,In Progress,Tajpur Dehma,,2025-02-05,Pehle toh paani ka quality itna bekar hai ki peene layak nahi hai. Agra mein paani peena kaise ho sakta hai?,6213610339,2025-02-05 01:41:04,"['जल शुद्धिकरण मानक', 'जल गुणवत्ता नियम']",जल गुणवत्ता,उच्च,N/A,25.5168,True,71,जल विभाग
78.2611,example1894@gmail.com,Health Services,Lucknow,2025-02-05 01:41:04,Sample Title 1894,Priya Sharma,स्वास्थ्य,उच्च - निजी अस्पतालों पर खर्च,निम्न - सीमित प्रभाव,Angry,2025-02-05,16,N/A,1894,,उच्च - आम जनता का स्वास्थ्य प्रभावित,202139,In Progress,K G Works,,2025-02-05,Lucknow ke government hospital mein facilities bilkul khatam ho gayi hain. Doctor bhi properly available nahi hain!,7714826545,2025-02-05 01:41:04,"['सार्वजनिक स्वास्थ्य नीति', 'अस्पताल प्रबंधन नियम']",चिकित्सा सेवाएं,उच्च,N/A,27.9611,False,69,स्वास्थ्य विभाग
83.1794,example1895@gmail.com,Safety,Varanasi,2025-02-05 01:41:04,Sample Title 1895,Rahul Verma,सुरक्षा,मध्यम - सुरक्षा उपायों पर खर्च,निम्न - कोई प्रत्यक्ष प्रभाव नहीं,Fearful,2025-02-05,22,N/A,1895,,उच्च - नागरिक सुरक्षा प्रभावित,221202,In Progress,Babatpur R S,,2025-02-05,"Varanasi mein raat ke waqt galiyon mein chale jana bilkul unsafe ho gaya hai, bahut zyada loot-paat hoti hai!",7084291154,2025-02-05 01:41:04,"['नागरिक सुरक्षा अधिनियम', 'पुलिस नियम']",नागरिक सुरक्षा,उच्च,N/A,25.6475,False,63,पुलिस विभाग
83.5,example1896@gmail.com,Waste Management,Kanpur,2025-02-05 01:41:04,Sample Title 1896,Neha Gupta,स्वच्छता,मध्यम - स्वास्थ्य संबंधी खर्च,उच्च - पर्यावरण प्रदूषण,Disgusted,2025-02-05,21,N/A,1896,,उच्च - सार्वजनिक स्वास्थ्य पर प्रभाव,277127,Closed,Nagar,,2025-02-05,"Kanpur mein gali gali kachra hi kachra pada rehta hai, safai nahi ho rahi hai!",8249815502,2025-02-05 01:41:04,"['स्वच्छ भारत अभियान', 'कचरा प्रबंधन नियम']",कचरा प्रबंधन,उच्च,N/A,24.2833,True,96,नगर निगम
